Date,Close,High,Low,Open,Volume
2024-05-29,4.699999809265137,4.804999828338623,4.670000076293945,4.789999961853027,4868300
2024-05-30,4.809999942779541,4.864999771118164,4.710000038146973,4.75,3313000
2024-05-31,4.869999885559082,5.0,4.78000020980835,4.869999885559082,3835000
2024-06-03,4.869999885559082,5.025000095367432,4.829999923706055,4.960000038146973,3615700
2024-06-04,4.869999885559082,4.934999942779541,4.820000171661377,4.869999885559082,3299000
2024-06-05,5.159999847412109,5.244999885559082,4.889999866485596,4.920000076293945,5299900
2024-06-06,5.150000095367432,5.210000038146973,5.039999961853027,5.170000076293945,3399200
2024-06-07,4.989999771118164,5.130000114440918,4.949999809265137,5.050000190734863,3349100
2024-06-10,5.090000152587891,5.204999923706055,4.932000160217285,4.949999809265137,3434500
2024-06-11,5.090000152587891,5.144999980926514,5.025000095367432,5.025000095367432,3213600
2024-06-12,5.139999866485596,5.429999828338623,5.135000228881836,5.25,5625000
2024-06-13,5.0,5.239999771118164,4.960000038146973,5.159999847412109,3758300
2024-06-14,4.880000114440918,5.019999980926514,4.840000152587891,4.954999923706055,4292300
2024-06-17,4.920000076293945,4.989999771118164,4.869999885559082,4.909999847412109,2872900
2024-06-18,5.0,5.019999980926514,4.889999866485596,4.920000076293945,3844500
2024-06-20,4.800000190734863,5.019999980926514,4.78000020980835,5.0,5556500
2024-06-21,5.190000057220459,5.199999809265137,4.769999980926514,4.849999904632568,11114600
2024-06-24,5.110000133514404,5.349999904632568,5.050000190734863,5.110000133514404,6136700
2024-06-25,4.840000152587891,5.110000133514404,4.820000171661377,5.079999923706055,5704700
2024-06-26,5.0,5.0,4.789999961853027,4.880000114440918,5059600
2024-06-27,5.099999904632568,5.105000019073486,4.954999923706055,5.010000228881836,10016800
2024-06-28,5.099999904632568,5.150000095367432,4.980000019073486,5.099999904632568,27584100
2024-07-01,4.869999885559082,5.099999904632568,4.78000020980835,5.099999904632568,8354800
2024-07-02,4.960000038146973,5.315000057220459,4.869999885559082,4.940000057220459,11028800
2024-07-03,5.150000095367432,5.239999771118164,4.980000019073486,5.0,5772600
2024-07-05,5.159999847412109,5.190000057220459,5.039999961853027,5.190000057220459,4445000
2024-07-08,5.210000038146973,5.25,5.090000152587891,5.119999885559082,3929800
2024-07-09,5.110000133514404,5.230000019073486,5.090000152587891,5.199999809265137,3671400
2024-07-10,5.190000057220459,5.21999979019165,5.065000057220459,5.130000114440918,3552000
2024-07-11,6.210000038146973,6.260000228881836,5.349999904632568,5.380000114440918,21450700
2024-07-12,6.610000133514404,6.659999847412109,6.079999923706055,6.119999885559082,14505000
2024-07-15,6.949999809265137,7.039999961853027,6.605000019073486,6.820000171661377,10670400
2024-07-16,7.460000038146973,7.690000057220459,6.78000020980835,6.960000038146973,13835100
2024-07-17,7.059999942779541,7.485000133514404,6.920000076293945,7.110000133514404,11946500
2024-07-18,6.96999979019165,7.539999961853027,6.909999847412109,7.099999904632568,10836900
2024-07-19,6.53000020980835,6.900000095367432,6.340000152587891,6.900000095367432,10042000
2024-07-22,6.46999979019165,6.909999847412109,6.349999904632568,6.570000171661377,8849200
2024-07-23,6.679999828338623,6.760000228881836,6.420000076293945,6.440000057220459,5119300
2024-07-24,6.179999828338623,6.849999904632568,6.170000076293945,6.659999847412109,9804200
2024-07-25,6.179999828338623,6.400000095367432,6.050000190734863,6.099999904632568,6357600
2024-07-26,6.300000190734863,6.570000171661377,6.235000133514404,6.320000171661377,6311300
2024-07-29,6.210000038146973,6.53000020980835,6.170000076293945,6.400000095367432,4784600
2024-07-30,6.090000152587891,6.264999866485596,6.03000020980835,6.230000019073486,5624100
2024-07-31,5.980000019073486,6.324999809265137,5.954999923706055,6.090000152587891,6316400
2024-08-01,5.429999828338623,5.980000019073486,5.383999824523926,5.960000038146973,9329200
2024-08-02,5.050000190734863,5.239999771118164,5.03000020980835,5.170000076293945,7525600
2024-08-05,5.079999923706055,5.159999847412109,4.659999847412109,4.710000038146973,9457900
2024-08-06,5.139999866485596,5.304999828338623,5.050000190734863,5.300000190734863,5700700
2024-08-07,4.909999847412109,5.349999904632568,4.885000228881836,5.239999771118164,7383600
2024-08-08,5.199999809265137,5.309999942779541,5.019999980926514,5.03000020980835,7139400
2024-08-09,5.019999980926514,5.230000019073486,5.0,5.190000057220459,6239700
