Date,Close,High,Low,Open,Volume
2024-05-29,13.176156997680664,13.577752301509294,13.157033589669197,13.520382077474894,344316
2024-05-30,13.34826946258545,13.396078449293997,13.137910107847228,13.195280331559314,267915
2024-05-31,13.665026664733887,13.906459174469632,13.433251794947134,13.742284954662804,439663
2024-06-03,14.292749404907227,14.485894667135703,13.684341640243316,13.684341640243316,547198
2024-06-04,12.805530548095703,14.205833621072369,12.708957922373175,14.089946658849534,649407
2024-06-05,13.182164192199707,13.201478529844433,12.679986697331548,12.786216969209129,401463
2024-06-06,13.153191566467285,13.433251806578463,12.998674986475661,13.153191566467285,383540
2024-06-07,12.65101432800293,12.90210259606121,12.525469722363276,12.90210259606121,332846
2024-06-10,12.63170051574707,12.75724512660255,12.216438007480972,12.699301169832,394396
2024-06-11,12.264723777770996,12.477184314324955,12.177808789705125,12.477184314324955,479707
2024-06-12,12.081235885620117,12.602728631768478,12.061920605850135,12.602728631768478,356401
2024-06-13,12.148837089538574,12.293696035097728,11.955691828793036,11.984663806549076,340527
2024-06-14,11.810832977294922,12.235752177030728,11.78186099930815,12.042607857968044,541053
2024-06-17,11.7818603515625,11.907404953788925,11.540429730202307,11.859118640872685,650534
2024-06-18,11.868775367736816,11.897747344204513,11.530771176462705,11.540429759579947,435362
2024-06-20,11.917062759399414,12.197123000920195,11.801174852211902,11.907405119393449,491075
2024-06-21,11.936376571655273,11.936376571655273,11.530771711934847,11.88809119959482,2405602
2024-06-24,11.723917961120605,12.264724128409163,11.714260320738948,11.936376617306522,526408
2024-06-25,11.28934097290039,11.830147133050053,11.250711355104745,11.830147133050053,676137
2024-06-26,11.665973663330078,11.67563130342866,11.31831276809656,11.31831276809656,428398
2024-06-27,11.540430068969727,11.830147011750753,11.424542159992077,11.685288068749724,378829
2024-06-28,12.023292541503906,12.061921216557666,11.694945973883788,11.79151860473924,1902647
2024-07-01,13.529826164245605,13.771257745026427,12.554442200602663,12.699301149071156,1403994
2024-07-02,13.665026664733887,14.157547437712346,13.269079461582331,13.442910378117142,782341
2024-07-03,13.99337387084961,14.32172138256326,13.693999280334845,13.693999280334845,426759
2024-07-05,13.655370712280273,14.167204906611785,13.413939132606517,14.167204906611785,451031
2024-07-08,14.138233184814453,14.18651949840353,13.665026745708884,13.665026745708884,532758
2024-07-09,14.254120826721191,14.341036761247931,13.945088593697486,14.196176870370032,407300
2024-07-10,13.97406005859375,14.398978302270036,13.607083882698236,14.398978302270036,559180
2024-07-11,14.234806060791016,14.312064352528077,13.703656602027642,14.312064352528077,467725
2024-07-12,14.263776779174805,14.572809939283239,13.983716538950176,14.292748755837597,435874
2024-07-15,14.727326393127441,14.95910033284561,14.147890600610951,14.312064829734144,454616
2024-07-16,14.582467079162598,14.669383011792219,14.00303224440367,14.669383011792219,628310
2024-07-17,14.794926643371582,14.910814553290574,14.466580080523878,14.60178232768902,451031
2024-07-18,14.215492248535156,14.756298424220493,14.080289997198019,14.73698408637835,391119
2024-07-19,13.780915260314941,14.234806439414031,13.713313663733773,14.234806439414031,368486
2024-07-22,13.2883939743042,13.790571450663498,13.259421997294407,13.790571450663498,394396
2024-07-23,12.805530548095703,13.182163411125163,12.622041993290296,13.182163411125163,558361
2024-07-24,13.027647018432617,13.240107552628308,12.92141769455579,12.92141769455579,343701
2024-07-25,12.689643859863281,13.33668027753061,12.573756895138256,13.33668027753061,494967
2024-07-26,13.143535614013672,13.19182193009275,12.795873760955876,12.824845739247538,423072
2024-07-29,12.979361534118652,13.269079412872804,12.718614688663108,13.153191506794336,366028
2024-07-30,12.747587203979492,12.979362082711749,12.622042595902151,12.921418127223422,313284
2024-07-31,13.133877754211426,13.40428225160457,12.892446177847246,12.950390133463069,269861
2024-08-01,12.670330047607422,13.153192263419536,12.506156762180353,13.0566196316129,616942
2024-08-02,11.946035385131836,12.361296949967967,11.704603804077774,12.303353936447634,648998
2024-08-05,11.318312644958496,11.463170642314036,10.816134229716283,11.076881077330901,656576
2024-08-06,11.327969551086426,11.463170854168167,11.18311060783269,11.19276730478365,392655
2024-08-07,11.115509986877441,11.685288121288202,11.009280660798352,11.637001806737425,605881
2024-08-08,12.564098358154297,13.288394012602472,12.090892857440972,12.206780765814138,1203774
2024-08-09,12.87313175201416,12.882789392290851,12.255067298053007,12.602729142919308,436284
2024-08-12,12.766901016235352,13.075934175166278,12.428896823973034,12.873131282520484,485852
2024-08-13,12.409584045410156,12.737930614016232,12.061921252777092,12.689644298443511,742399
2024-08-14,11.569400787353516,12.48684073466352,11.115509633644347,12.48684073466352,895713
2024-08-15,11.646659851074219,11.820490778133147,11.511458542928981,11.53077193755422,394396
2024-08-16,11.897747993469238,11.907405633892495,11.511458411297003,11.646659717896233,505925
2024-08-19,11.685288429260254,12.110208574438719,11.376256196634774,11.955691986515447,626876
2024-08-20,11.250711441040039,11.723917895909116,11.22173946327727,11.723917895909116,325677
2024-08-21,11.70460319519043,12.110208041616994,11.472828323503093,11.49214266033845,648690
2024-08-22,11.29899787902832,11.685288404807066,11.03825290599294,11.540430400861096,471719
2024-08-23,11.395569801330566,11.588715052200577,11.212082190292458,11.414885080994368,576796
2024-08-26,11.337627410888672,11.61768766264942,11.308655433032479,11.482486356948588,298230
2024-08-27,11.656315803527832,11.897747369231478,11.385913204516557,11.414885181045197,414367
2024-08-28,11.772204399108887,11.849462693303067,11.395570568620158,11.48248650329651,370636
2024-08-29,12.158493995666504,12.341982562461846,11.839805064534449,11.839805064534449,344930
2024-08-30,11.902669906616211,12.40064811706543,11.834320068359375,12.293240547180176,424916
2024-09-03,10.662605285644531,11.814790725708008,10.61378288269043,11.736677169799805,807534
2024-09-04,10.594255447387695,10.799304962158203,10.438026428222656,10.564962387084961,567886
2024-09-05,10.027926445007324,10.604019165039062,9.92051887512207,10.525904655456543,611616
2024-09-06,9.178433418273926,9.988868713378906,9.061261177062988,9.900989532470703,1020453
2024-09-09,9.19796085357666,9.490889549255371,9.149140357971191,9.217490196228027,517600
2024-09-10,9.031968116760254,9.237017631530762,8.817153930664062,9.168667793273926,635889
2024-09-11,9.432304382324219,9.442068099975586,8.914796829223633,9.139374732971191,447959
2024-09-12,9.832639694213867,10.164626121520996,9.520182609558105,9.520182609558105,598405
2024-09-13,10.154862403869629,10.369675636291504,9.988868713378906,10.008397102355957,529378
2024-09-16,9.695940017700195,10.272032737731934,9.529947280883789,10.174389839172363,541872
2024-09-17,9.686176300048828,9.988868713378906,9.64711856842041,9.861932754516602,554674
2024-09-18,9.64711856842041,10.037690162658691,9.578768730163574,9.676410675048828,399824
2024-09-19,9.979104042053223,10.047453880310059,9.695940017700195,10.047453880310059,383848
2024-09-20,9.900989532470703,10.232975959777832,9.774053573608398,9.940047264099121,1463701
2024-09-23,9.900989532470703,9.99863338470459,9.754526138305664,9.891225814819336,396854
2024-09-24,10.740718841552734,11.326576232910156,10.19391918182373,10.19391918182373,1056298
2024-09-25,10.51613998413086,10.760248184204102,10.428261756896973,10.643075942993164,592363
2024-09-26,11.06294059753418,11.228934288024902,10.848126411437988,10.96529769897461,523438
2024-09-27,11.23869800567627,11.687854766845703,11.072705268859863,11.131291389465332,634660
