Date,Close,High,Low,Open,Volume
2024-05-29,42.31278991699219,43.18665285500028,42.22341752801307,42.96818617347596,107900
2024-05-30,42.153907775878906,42.948326938510945,41.93544108562158,42.243280168430594,82000
2024-05-31,43.127071380615234,43.36539523346472,42.084396001197725,42.084396001197725,156100
2024-06-03,42.93839645385742,43.51434890071424,41.855999208949555,42.97811456916226,110400
2024-06-04,42.709999084472656,43.94135162153022,42.70007050227795,42.70007050227795,86100
2024-06-05,43.31999969482422,43.599998474121094,42.439998626708984,42.54999923706055,84700
2024-06-06,42.38999938964844,43.650001525878906,42.130001068115234,43.06999969482422,75900
2024-06-07,43.7599983215332,44.02000045776367,42.099998474121094,42.38999938964844,92500
2024-06-10,43.880001068115234,44.11000061035156,43.0099983215332,43.22999954223633,74600
2024-06-11,44.16999816894531,44.79999923706055,43.58000183105469,43.58000183105469,135900
2024-06-12,46.630001068115234,47.599998474121094,44.619998931884766,44.79999923706055,376300
2024-06-13,47.0,47.4900016784668,45.97999954223633,46.130001068115234,1160200
2024-06-14,46.72999954223633,47.0099983215332,46.02000045776367,47.0099983215332,110400
2024-06-17,48.2599983215332,48.459999084472656,45.900001525878906,45.959999084472656,211600
2024-06-18,51.88999938964844,52.529998779296875,48.209999084472656,48.209999084472656,1053200
2024-06-20,50.90999984741211,52.34000015258789,50.060001373291016,51.2400016784668,470000
2024-06-21,51.040000915527344,51.599998474121094,49.65999984741211,50.5,411900
2024-06-24,50.72999954223633,51.79999923706055,50.400001525878906,51.040000915527344,253200
2024-06-25,49.25,51.279998779296875,49.2400016784668,51.0,291300
2024-06-26,50.970001220703125,51.369998931884766,49.08000183105469,49.189998626708984,688000
2024-06-27,53.689998626708984,56.0,50.36000061035156,50.619998931884766,2611300
2024-06-28,54.349998474121094,56.0,53.0099983215332,53.029998779296875,986700
2024-07-01,52.11000061035156,55.349998474121094,52.11000061035156,55.349998474121094,1945800
2024-07-02,54.88999938964844,55.369998931884766,52.63999938964844,53.4900016784668,17759600
2024-07-03,56.75,57.0,54.52000045776367,55.36000061035156,2232300
2024-07-05,57.630001068115234,57.68000030517578,55.61000061035156,56.2599983215332,4148600
2024-07-08,56.56999969482422,58.70000076293945,56.150001525878906,57.900001525878906,2760800
2024-07-09,55.41999816894531,57.47999954223633,55.29999923706055,56.86000061035156,1668600
2024-07-10,53.459999084472656,56.08000183105469,52.560001373291016,56.02000045776367,4189600
2024-07-11,51.9900016784668,53.939998626708984,51.540000915527344,53.189998626708984,2601000
2024-07-12,52.939998626708984,53.709999084472656,52.02000045776367,52.25,1575200
2024-07-15,52.68000030517578,53.63999938964844,52.47999954223633,52.869998931884766,3064400
2024-07-16,53.08000183105469,53.220001220703125,52.29999923706055,52.650001525878906,951600
2024-07-17,52.0,54.58000183105469,51.66999816894531,52.61000061035156,1940300
2024-07-18,50.7400016784668,52.0,49.77000045776367,51.720001220703125,1543400
2024-07-19,50.290000915527344,51.790000915527344,49.810001373291016,50.70000076293945,1315100
2024-07-22,50.619998931884766,51.06999969482422,49.959999084472656,50.209999084472656,1144100
2024-07-23,49.58000183105469,51.130001068115234,49.2599983215332,50.0099983215332,1317500
2024-07-24,47.33000183105469,49.959999084472656,47.189998626708984,49.18000030517578,1378300
2024-07-25,46.630001068115234,48.0,46.33000183105469,47.43000030517578,1210700
2024-07-26,47.220001220703125,48.16999816894531,46.779998779296875,47.36000061035156,950800
2024-07-29,47.0,47.38999938964844,45.90999984741211,47.220001220703125,1123500
2024-07-30,46.900001525878906,48.0,46.45000076293945,47.029998779296875,975400
2024-07-31,47.630001068115234,49.099998474121094,47.279998779296875,47.77000045776367,1279800
2024-08-01,47.040000915527344,48.5099983215332,45.650001525878906,47.720001220703125,1429000
2024-08-02,44.040000915527344,45.77000045776367,43.790000915527344,45.560001373291016,1635400
2024-08-05,43.59000015258789,44.279998779296875,41.099998474121094,41.099998474121094,2984500
2024-08-06,45.09000015258789,45.13999938964844,42.63999938964844,42.790000915527344,1953600
2024-08-07,43.25,45.81999969482422,42.90999984741211,45.630001068115234,3371600
2024-08-08,44.61000061035156,45.27000045776367,42.15999984741211,43.36000061035156,2137800
